student_id,race,gender,ethnicity,prior_educational_experience,socio_economic_class_rank,physical_disability,mental_health_disability,specific_learning_disability,autistic_spectrum,adhd,dyslexia,other_neurodivergence,deaf_or_hearing_impaired,wheelchair_user,requires_personal_care,blind_or_visually_impaired,communication_difficulties,no_known_disabilities,academic_year,faculty_code,faculty,department_code,department,programme_code,programme
950,Elf,Female,Holly,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.2,Learning Futures,3.2.30,Pedagogies for Uncertain Times
951,Dwarf,Female,Flint,Vocational,3,True,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
952,Elf,Female,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.28,Indigenous and Folk Knowledge Systems
953,Dwarf,Male,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.5,Mycelial Cultivation and Biotech
954,Elf,Female,Rowan,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.28,Indigenous and Folk Knowledge Systems
955,Dwarf,Male,Flint,Vocational,2,False,True,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.12,Runic Infrastructure
956,Elf,Male,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
957,Dwarf,Female,Sandstone,Vocational,2,False,False,True,False,False,False,False,False,False,False,False,True,True,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.11,"Hydraulics, Heuristics & Harmonics"
958,Dwarf,Male,Sandstone,Vocational,1,False,False,False,False,False,False,False,True,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.20,Dreaming and Somatic Inquiry
959,Elf,Male,Rowan,Academic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.16,Listening Circles Facilitation
960,Dwarf,Female,Sandstone,Vocational,1,False,False,False,False,True,False,False,True,False,False,False,False,True,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.3,Pedagogies of the Hand
961,Elf,Male,Holly,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.26,Ancient Rites
962,Dwarf,Female,Malachite,Academic,3,False,False,False,False,True,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
963,Elf,Male,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,Faculty of Integrative Inquiry,3.2,Learning Futures,3.2.29,Intergenerational Learning
964,Elf,Male,Yew,Academic,4,False,False,False,False,False,False,False,False,True,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
965,Elf,Male,Holly,Academic,4,False,False,False,False,False,False,False,False,False,False,False,True,True,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.42,Consensus Systems in Hybrid Societies
966,Dwarf,Male,Granite,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.23,Hospitality as Praxis
967,Elf,Female,Ash,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
968,Dwarf,Male,Alabaster,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.39,Elven Ethics in Modern Governance
969,Elf,Female,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.16,Listening Circles Facilitation
970,Dwarf,Female,Granite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,True,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
971,Elf,Female,Baobab,Vocational,4,False,False,False,False,False,False,False,True,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.41,Wisdom Traditions and Moral Craft
972,Dwarf,Female,Sandstone,Vocational,3,True,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.8,Hammercraft
973,Elf,Female,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.16,Listening Circles Facilitation
974,Elf,Male,Rowan,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.23,Hospitality as Praxis
975,Dwarf,Male,Sandstone,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.5,Mycelial Cultivation and Biotech
976,Elf,Male,Baobab,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.11,"Hydraulics, Heuristics & Harmonics"
977,Dwarf,Female,Malachite,Vocational,4,True,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.12,Runic Infrastructure
978,Elf,Male,Holly,Academic,3,False,True,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
979,Dwarf,Female,Granite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.7,Precision Smithing and Design
980,Elf,Female,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
981,Dwarf,Male,Granite,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.2,Mutual Aid and Guild Governance
982,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.27,Epistemological Justice
983,Dwarf,Male,Malachite,Vocational,3,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.12,Runic Infrastructure
984,Dwarf,Male,Sandstone,Vocational,4,False,False,False,False,True,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.44,Narrative Governance and Institution Building
985,Dwarf,Female,Gypsum,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.39,Elven Ethics in Modern Governance
986,Dwarf,Female,Sandstone,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.8,Hammercraft
987,Elf,Female,Palm,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
988,Dwarf,Male,Malachite,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
989,Elf,Male,Ash,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.16,Listening Circles Facilitation
990,Dwarf,Female,Malachite,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.18,Herbal Practice and Energy Work
991,Dwarf,Female,Sandstone,Vocational,5,False,False,False,False,True,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.9,Artefact Restoration
992,Dwarf,Female,Flint,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
993,Dwarf,Male,Malachite,Vocational,3,False,False,False,False,True,False,False,True,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
994,Dwarf,Female,Granite,Academic,1,False,False,False,False,True,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
995,Dwarf,Male,Flint,Vocational,3,True,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.4,Earth-Aligned Agriculture
996,Dwarf,Male,Sandstone,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.15,Radical Mentorship
997,Dwarf,Female,Flint,Vocational,5,False,False,False,False,True,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
998,Elf,Male,Palm,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
999,Dwarf,Other,Gypsum,Vocational,2,False,False,True,False,False,True,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.9,Artefact Restoration
1000,Elf,Male,Holly,Academic,2,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.2,Mutual Aid and Guild Governance
1001,Dwarf,Male,Sandstone,Vocational,3,False,False,False,False,False,False,False,False,False,False,True,False,True,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.11,"Hydraulics, Heuristics & Harmonics"
1002,Elf,Female,Holly,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.21,Restorative Space Design
1003,Dwarf,Female,Sandstone,Vocational,1,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.11,"Hydraulics, Heuristics & Harmonics"
1004,Elf,Female,Rowan,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.21,Restorative Space Design
1005,Elf,Female,Holly,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.21,Restorative Space Design
1006,Elf,Female,Baobab,Academic,4,False,True,False,False,False,False,False,False,False,False,False,False,False,1,3,Faculty of Integrative Inquiry,3.2,Learning Futures,3.2.29,Intergenerational Learning
1007,Dwarf,Female,Sandstone,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.26,Ancient Rites
1008,Elf,Female,Palm,Vocational,3,False,False,False,False,False,False,True,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
1009,Dwarf,Male,Granite,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
1010,Elf,Female,Yew,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.2,Learning Futures,3.2.29,Intergenerational Learning
1011,Elf,Male,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.23,Hospitality as Praxis
1012,Elf,Other,Baobab,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.24,Ceremonies
1013,Elf,Female,Baobab,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.26,Ancient Rites
1014,Dwarf,Male,Granite,Vocational,4,True,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.3,Pedagogies of the Hand
1015,Elf,Female,Palm,Academic,2,False,False,False,True,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
1016,Elf,Female,Baobab,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.43,Conflict Transformation through Cultural Design
1017,Dwarf,Male,Alabaster,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.12,Runic Infrastructure
1018,Elf,Female,Baobab,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
1019,Elf,Female,Ash,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
1020,Dwarf,Male,Sandstone,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.5,Mycelial Cultivation and Biotech
1021,Elf,Female,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.39,Elven Ethics in Modern Governance
1022,Elf,Male,Palm,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.20,Dreaming and Somatic Inquiry
1023,Dwarf,Female,Sandstone,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.8,Hammercraft
1024,Dwarf,Other,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.7,Precision Smithing and Design
1025,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.4,Earth-Aligned Agriculture
1026,Dwarf,Female,Malachite,Vocational,4,False,False,False,False,False,False,True,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.7,Precision Smithing and Design
1027,Elf,Female,Holly,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
1028,Dwarf,Female,Granite,Vocational,3,False,False,False,False,False,False,False,False,False,False,True,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
1029,Dwarf,Male,Granite,Vocational,2,False,False,False,False,False,False,False,False,False,False,True,False,False,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.43,Conflict Transformation through Cultural Design
1030,Dwarf,Female,Gypsum,Academic,3,False,True,False,False,True,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.11,"Hydraulics, Heuristics & Harmonics"
1031,Dwarf,Male,Gypsum,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
1032,Dwarf,Female,Gypsum,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
1033,Elf,Male,Ash,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.44,Narrative Governance and Institution Building
1034,Elf,Male,Holly,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
1035,Elf,Male,Holly,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.27,Epistemological Justice
1036,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.2,Mutual Aid and Guild Governance
1037,Elf,Male,Baobab,Academic,4,False,False,True,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.21,Restorative Space Design
1038,Elf,Female,Ash,Academic,3,False,False,True,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.37,Storyweaving & Community Histories
1039,Elf,Male,Baobab,Academic,3,False,True,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.26,Ancient Rites
1040,Dwarf,Male,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.43,Conflict Transformation through Cultural Design
1041,Elf,Female,Ash,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.27,Epistemological Justice
1042,Elf,Female,Baobab,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.17,"Care, Craft and Continuity"
1043,Dwarf,Male,Sandstone,Vocational,4,False,False,False,False,False,False,False,False,False,False,True,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
1044,Dwarf,Female,Alabaster,Vocational,2,True,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
1045,Elf,Female,Ash,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.19,Integrated Mind-Body
1046,Dwarf,Female,Flint,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.7,Precision Smithing and Design
1047,Dwarf,Male,Granite,Vocational,2,True,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.4,Earth-Aligned Agriculture
1048,Elf,Male,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
1049,Elf,Female,Palm,Academic,4,False,False,True,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
1050,Elf,Male,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.42,Consensus Systems in Hybrid Societies
1051,Elf,Female,Palm,Academic,3,False,True,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.42,Consensus Systems in Hybrid Societies
1052,Dwarf,Female,Flint,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
1053,Dwarf,Female,Sandstone,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.5,Mycelial Cultivation and Biotech
1054,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.5,Mycelial Cultivation and Biotech
1055,Dwarf,Other,Malachite,Vocational,2,False,False,False,False,False,False,False,False,False,True,False,False,True,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.24,Ceremonies
1056,Elf,Male,Baobab,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.39,Elven Ethics in Modern Governance
1057,Elf,Female,Rowan,Academic,3,False,False,False,True,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
1058,Elf,Male,Holly,Academic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.16,Listening Circles Facilitation
1059,Dwarf,Female,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
1060,Dwarf,Female,Gypsum,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
1061,Dwarf,Female,Alabaster,Vocational,4,True,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.21,Restorative Space Design
1062,Dwarf,Other,Gypsum,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
1063,Elf,Female,Yew,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.9,Artefact Restoration
1064,Elf,Male,Palm,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.12,Runic Infrastructure
1065,Elf,Male,Rowan,Academic,3,False,False,False,True,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
1066,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
1067,Elf,Male,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.24,Ceremonies
1068,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.1,Distributed Workshop Economies
1069,Dwarf,Male,Sandstone,Vocational,1,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.7,Precision Smithing and Design
1070,Elf,Male,Baobab,Academic,5,False,False,False,True,False,False,False,False,False,False,False,True,False,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.18,Herbal Practice and Energy Work
1071,Elf,Male,Ash,Academic,3,False,False,True,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
1072,Elf,Male,Palm,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
1073,Dwarf,Male,Granite,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.44,Narrative Governance and Institution Building
1074,Elf,Male,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.17,"Care, Craft and Continuity"
1075,Dwarf,Other,Sandstone,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.19,Integrated Mind-Body
1076,Dwarf,Male,Flint,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
1077,Dwarf,Male,Alabaster,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.12,Runic Infrastructure
1078,Elf,Female,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.27,Epistemological Justice
1079,Elf,Male,Baobab,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
1080,Elf,Female,Palm,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.28,Indigenous and Folk Knowledge Systems
1081,Dwarf,Female,Gypsum,Vocational,4,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.9,Artefact Restoration
1082,Elf,Male,Yew,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
1083,Elf,Male,Ash,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.25,Timekeeping in Plural Cultures
1084,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.10,Logic & Leverage (Systems Engineering)
1085,Dwarf,Female,Granite,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.12,Runic Infrastructure
1086,Elf,Female,Holly,Vocational,4,False,False,False,True,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.39,Elven Ethics in Modern Governance
1087,Dwarf,Female,Gypsum,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.36,Ritual and Recollection
1088,Elf,Male,Palm,Vocational,4,False,True,False,False,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.28,Indigenous and Folk Knowledge Systems
